# A b Om H0
1.406360360194158332e+00 2.632802767357116736e+01 1.262238341034192524e-01 7.009967806647867405e+01
1.535342590235159621e+00 2.652651073573598950e+01 1.284299195087397483e-01 6.970920228211828373e+01
1.638209333075929752e+00 2.656649909374761265e+01 1.245679110726402861e-01 6.981644326811010615e+01
1.621021248470768450e+00 2.637169069047825687e+01 1.252848163171019491e-01 6.982416216196398295e+01
1.430640732928512238e+00 2.642886541529820121e+01 1.245403687680936844e-01 7.032606029608132303e+01
1.360856208274322521e+00 2.649452711502663149e+01 1.273675711917618691e-01 7.013587384718469764e+01
1.443930954902089114e+00 2.626565260951167247e+01 1.266904800003042786e-01 6.992206547338794564e+01
1.540993096235043325e+00 2.603467796333150730e+01 1.258715265960894947e-01 6.983765016652263569e+01
1.573042273247967637e+00 2.639463468513018896e+01 1.218213312289082306e-01 6.991947721875760635e+01
1.437095514489169501e+00 2.595257487443816302e+01 1.236229151398989118e-01 7.014403308413275795e+01
1.549337962739594676e+00 2.594420471636296099e+01 1.288256356096932620e-01 6.971334574098145254e+01
1.539238736882883263e+00 2.624197901344640016e+01 1.320783405793082566e-01 6.967786988919986868e+01
1.412796004921141879e+00 2.621315359251413213e+01 1.271174750827753219e-01 7.001318561135649077e+01
1.628465831702671895e+00 2.638505015671875142e+01 1.258707066584155987e-01 6.966171638282293088e+01
1.698157829721038681e+00 2.652562241329784953e+01 1.258250826046796722e-01 6.962208024013455088e+01
1.438702306941083142e+00 2.647912363013538339e+01 1.250458508032298854e-01 7.024901758854706202e+01
1.534373168419312927e+00 2.640603869410139026e+01 1.213048570990538921e-01 7.011851385374886547e+01
1.605950685953167145e+00 2.632613346266322907e+01 1.256071035035853933e-01 6.973324594753400163e+01
1.418461070572863081e+00 2.659235671949657132e+01 1.274334528706735914e-01 6.994827859443688567e+01
1.517964249258597187e+00 2.625710429404582769e+01 1.255043293959444139e-01 6.996918161560309102e+01
1.407504670894487830e+00 2.624300039089203551e+01 1.269084759454180422e-01 6.996011826978866566e+01
1.535342590235159621e+00 2.652651073573598950e+01 1.284299195087397483e-01 6.970920228211828373e+01
1.638209333075929752e+00 2.656649909374761265e+01 1.245679110726402861e-01 6.981644326811010615e+01
1.623285819815528663e+00 2.636759864415884635e+01 1.252016881413021976e-01 6.982720066484272081e+01
1.430640732928512238e+00 2.642886541529820121e+01 1.245403687680936844e-01 7.032606029608132303e+01
1.359594674599237996e+00 2.649540440399903218e+01 1.274322726793837013e-01 7.013046513127115134e+01
1.488330838164344971e+00 2.613025128066736258e+01 1.275898572025275512e-01 6.983414786768507554e+01
1.540993096235043325e+00 2.603467796333150730e+01 1.258715265960894947e-01 6.983765016652263569e+01
1.564774461630847213e+00 2.636657085721518712e+01 1.220163236657499511e-01 6.993104241205098504e+01
1.468491269660828769e+00 2.603975221938380002e+01 1.242871173290036185e-01 7.006572541858332670e+01
1.549337962739594676e+00 2.594420471636296099e+01 1.288256356096932620e-01 6.971334574098145254e+01
1.520093968128040318e+00 2.623761453943158628e+01 1.313272130033575902e-01 6.972864024081243883e+01
1.414450668952833556e+00 2.620989437433064140e+01 1.271381751798693061e-01 7.000955204511279817e+01
1.795601709773007482e+00 2.651826342824753269e+01 1.249045087508760532e-01 6.938934115536393676e+01
1.698157829721038681e+00 2.652562241329784953e+01 1.258250826046796722e-01 6.962208024013455088e+01
1.404528311462445833e+00 2.646415689559837503e+01 1.251277181464942323e-01 7.032311419134437358e+01
1.534373168419312927e+00 2.640603869410139026e+01 1.213048570990538921e-01 7.011851385374886547e+01
1.616082602944264091e+00 2.633639781464822960e+01 1.255695680789435942e-01 6.971487317665764749e+01
1.421373223107949224e+00 2.661915237706906012e+01 1.279153854993109740e-01 6.986993241582833036e+01
1.507827851903819738e+00 2.629509812615746966e+01 1.257573489949935786e-01 6.995876626579106983e+01
1.382308862606710154e+00 2.624420566425458645e+01 1.259196283860004040e-01 7.001191960600998243e+01
1.534898985860534415e+00 2.656676148978703722e+01 1.286406953745176662e-01 6.969851598861552588e+01
1.639843167795597356e+00 2.657925189893940754e+01 1.239065229643521726e-01 6.983067048947124533e+01
1.621983282521587189e+00 2.634702080142403346e+01 1.250458929059124202e-01 6.983363308808213787e+01
1.436141235795297177e+00 2.642143137135798625e+01 1.244166453920791254e-01 7.032668088416322405e+01
1.408462466204118746e+00 2.647041789225808728e+01 1.257190569334904473e-01 7.012712357289856868e+01
1.478530240481682023e+00 2.608829744197489475e+01 1.282795995654070209e-01 6.978948843132396007e+01
1.540735688766279532e+00 2.603716415809558526e+01 1.258674222090169215e-01 6.983912037375469595e+01
1.585941149827881258e+00 2.635412325401573952e+01 1.234821810259396080e-01 6.984186383948465959e+01
1.487683503656113793e+00 2.597932713144211903e+01 1.232745791874760161e-01 7.008567509556371533e+01
1.637416729257660686e+00 2.614952272951283163e+01 1.274232041870989318e-01 6.959746216253692808e+01
1.482193599751950419e+00 2.638409261344666845e+01 1.300173614699972335e-01 6.978288441695465849e+01
1.414450668952833556e+00 2.620989437433064140e+01 1.271381751798693061e-01 7.000955204511279817e+01
1.795601709773007482e+00 2.651826342824753269e+01 1.249045087508760532e-01 6.938934115536393676e+01
1.633597034985497132e+00 2.653049805990636045e+01 1.264350026897853307e-01 6.977627997305569352e+01
1.417606277476676446e+00 2.644648175273361446e+01 1.248335541135191934e-01 7.032458969822810957e+01
1.534373168419312927e+00 2.640603869410139026e+01 1.213048570990538921e-01 7.011851385374886547e+01
1.595229300231681302e+00 2.631527193696093647e+01 1.256468227162633455e-01 6.975268763497685143e+01
1.421373223107949224e+00 2.661915237706906012e+01 1.279153854993109740e-01 6.986993241582833036e+01
1.389444487142821316e+00 2.642808566052859121e+01 1.242355398175937903e-01 7.028882850815767824e+01
1.382308862606710154e+00 2.624420566425458645e+01 1.259196283860004040e-01 7.001191960600998243e+01
1.534898985860534415e+00 2.656676148978703722e+01 1.286406953745176662e-01 6.969851598861552588e+01
1.639843167795597356e+00 2.657925189893940754e+01 1.239065229643521726e-01 6.983067048947124533e+01
1.621983282521587189e+00 2.634702080142403346e+01 1.250458929059124202e-01 6.983363308808213787e+01
1.417568671684266146e+00 2.636028720080897969e+01 1.249351855633363401e-01 7.021808593149985711e+01
1.408462466204118746e+00 2.647041789225808728e+01 1.257190569334904473e-01 7.012712357289856868e+01
1.490524370038103452e+00 2.597690004652383067e+01 1.283560281632546429e-01 6.977260764193862030e+01
1.540735688766279532e+00 2.603716415809558526e+01 1.258674222090169215e-01 6.983912037375469595e+01
1.608635813981159846e+00 2.631757453484296150e+01 1.228708220044627403e-01 6.983799305538913416e+01
1.487683503656113793e+00 2.597932713144211903e+01 1.232745791874760161e-01 7.008567509556371533e+01
1.636399444488608523e+00 2.625098645236058914e+01 1.271600202094445298e-01 6.964508603557872846e+01
1.482193599751950419e+00 2.638409261344666845e+01 1.300173614699972335e-01 6.978288441695465849e+01
1.414450668952833556e+00 2.620989437433064140e+01 1.271381751798693061e-01 7.000955204511279817e+01
1.795601709773007482e+00 2.651826342824753269e+01 1.249045087508760532e-01 6.938934115536393676e+01
1.633597034985497132e+00 2.653049805990636045e+01 1.264350026897853307e-01 6.977627997305569352e+01
1.417606277476676446e+00 2.644648175273361446e+01 1.248335541135191934e-01 7.032458969822810957e+01
1.488448452379444564e+00 2.642194505221775813e+01 1.226927026353340500e-01 7.019956400901106974e+01
1.648264682176708407e+00 2.609419162885474819e+01 1.230149587589750848e-01 6.980030903369340933e+01
1.467388361195027580e+00 2.646185225453914924e+01 1.272790426180645806e-01 6.985529905588489896e+01
1.389444487142821316e+00 2.642808566052859121e+01 1.242355398175937903e-01 7.028882850815767824e+01
1.362693561076276705e+00 2.626514494472030492e+01 1.251759812327170041e-01 7.001336446633892763e+01
1.531835212542530522e+00 2.656832492092683751e+01 1.287898470217895830e-01 6.969301018416402371e+01
1.602066035281288103e+00 2.653248641597014412e+01 1.253708463929922301e-01 6.981921964430750904e+01
1.641413464195697669e+00 2.635164119677730099e+01 1.239298176203720708e-01 6.981439206468462544e+01
1.417568671684266146e+00 2.636028720080897969e+01 1.249351855633363401e-01 7.021808593149985711e+01
1.408462466204118746e+00 2.647041789225808728e+01 1.257190569334904473e-01 7.012712357289856868e+01
1.490524370038103452e+00 2.597690004652383067e+01 1.283560281632546429e-01 6.977260764193862030e+01
1.560659393449287835e+00 2.614301055565470122e+01 1.259891984522341357e-01 6.982563776084131746e+01
1.691584827283899806e+00 2.636357168393217165e+01 1.210479599350564872e-01 6.976470913390936346e+01
1.487683503656113793e+00 2.597932713144211903e+01 1.232745791874760161e-01 7.008567509556371533e+01
1.636399444488608523e+00 2.625098645236058914e+01 1.271600202094445298e-01 6.964508603557872846e+01
1.482193599751950419e+00 2.638409261344666845e+01 1.300173614699972335e-01 6.978288441695465849e+01
1.500556222696439512e+00 2.625764189820411332e+01 1.252459459460918412e-01 6.993347937844359308e+01
1.795601709773007482e+00 2.651826342824753269e+01 1.249045087508760532e-01 6.938934115536393676e+01
1.659830961407480210e+00 2.663200626593420850e+01 1.260827618131351302e-01 6.977695333483558215e+01
1.417606277476676446e+00 2.644648175273361446e+01 1.248335541135191934e-01 7.032458969822810957e+01
1.488448452379444564e+00 2.642194505221775813e+01 1.226927026353340500e-01 7.019956400901106974e+01
1.566848643528347296e+00 2.620474124113095371e+01 1.232531973572484618e-01 6.995707231378831636e+01
1.467388361195027580e+00 2.646185225453914924e+01 1.272790426180645806e-01 6.985529905588489896e+01
1.372783649760193958e+00 2.646824963792379393e+01 1.238210679249746038e-01 7.033073658780304527e+01
1.371413553234960725e+00 2.628026363364613616e+01 1.251377173217092520e-01 7.004589596470201229e+01
1.531835212542530522e+00 2.656832492092683751e+01 1.287898470217895830e-01 6.969301018416402371e+01
1.602066035281288103e+00 2.653248641597014412e+01 1.253708463929922301e-01 6.981921964430750904e+01
1.644584765688367867e+00 2.641530399825407827e+01 1.218867569842383008e-01 6.992147590044667993e+01
1.417568671684266146e+00 2.636028720080897969e+01 1.249351855633363401e-01 7.021808593149985711e+01
1.493346443050802108e+00 2.648090848301221811e+01 1.255404594644347338e-01 6.996535773105165390e+01
1.490524370038103452e+00 2.597690004652383067e+01 1.283560281632546429e-01 6.977260764193862030e+01
1.501007631967065326e+00 2.617625209871210501e+01 1.280144030871423755e-01 6.984288447291113755e+01
1.706232426342801034e+00 2.639345465743860686e+01 1.194256642511582478e-01 6.979646013560179085e+01
1.512244760338579130e+00 2.602231566689854603e+01 1.234045913711849934e-01 7.003013165479858060e+01
1.636399444488608523e+00 2.625098645236058914e+01 1.271600202094445298e-01 6.964508603557872846e+01
1.466182821773121869e+00 2.656096529540939599e+01 1.317218829464173180e-01 6.973182425272975138e+01
1.489483855998825046e+00 2.625033055811809746e+01 1.255592748196669439e-01 6.994085566833264522e+01
1.811249766299092512e+00 2.652893186674757331e+01 1.252172018100043971e-01 6.933420247790611768e+01
1.659845851171513731e+00 2.663202296615101616e+01 1.260828323447048260e-01 6.977692622223675301e+01
1.417606277476676446e+00 2.644648175273361446e+01 1.248335541135191934e-01 7.032458969822810957e+01
1.553573769068230082e+00 2.639587315532293843e+01 1.220573741242884230e-01 7.012570700548656077e+01
1.568113199584465489e+00 2.620645333911426178e+01 1.232184721541325217e-01 6.995561516361982513e+01
1.467388361195027580e+00 2.646185225453914924e+01 1.272790426180645806e-01 6.985529905588489896e+01
1.372783649760193958e+00 2.646824963792379393e+01 1.238210679249746038e-01 7.033073658780304527e+01
1.422400351646150307e+00 2.618871185492071874e+01 1.245315242510853654e-01 7.003869434850999198e+01
1.531835212542530522e+00 2.656832492092683751e+01 1.287898470217895830e-01 6.969301018416402371e+01
1.602066035281288103e+00 2.653248641597014412e+01 1.253708463929922301e-01 6.981921964430750904e+01
1.636399259731722289e+00 2.643786340605025487e+01 1.225574974869719502e-01 6.990179000705998646e+01
1.345624865254047675e+00 2.643380294875775149e+01 1.257555866694449465e-01 7.034351822971311208e+01
1.487932394463223229e+00 2.669620463157938417e+01 1.237921601961792378e-01 7.005190776623538795e+01
1.508464835272001814e+00 2.602997847146107802e+01 1.271680975615462339e-01 6.981492352812300339e+01
1.501007631967065326e+00 2.617625209871210501e+01 1.280144030871423755e-01 6.984288447291113755e+01
1.588678426721618742e+00 2.641982287266414176e+01 1.209752194395208869e-01 6.998481390466746177e+01
1.513639093119941492e+00 2.602488377920532159e+01 1.234467671261563620e-01 7.002580735779058330e+01
1.636399444488608523e+00 2.625098645236058914e+01 1.271600202094445298e-01 6.964508603557872846e+01
1.466182821773121869e+00 2.656096529540939599e+01 1.317218829464173180e-01 6.973182425272975138e+01
1.489483855998825046e+00 2.625033055811809746e+01 1.255592748196669439e-01 6.994085566833264522e+01
1.804767568930921495e+00 2.652056953334629696e+01 1.248597190406137286e-01 6.936273534089215786e+01
1.640875619774614158e+00 2.662120016218088026e+01 1.259333658033189862e-01 6.981352425128112316e+01
1.417606277476676446e+00 2.644648175273361446e+01 1.248335541135191934e-01 7.032458969822810957e+01
1.520044122213319637e+00 2.640198894894253456e+01 1.226536733033612853e-01 7.016082685125347496e+01
1.613659081941982487e+00 2.602118159334762382e+01 1.237536241358164618e-01 6.976117524726394947e+01
1.494773133851206248e+00 2.647686904796548646e+01 1.273564203325399657e-01 6.983930441373290421e+01
1.416979456626206169e+00 2.640901487968658756e+01 1.236847229309357005e-01 7.024586057170911602e+01
1.422400351646150307e+00 2.618871185492071874e+01 1.245315242510853654e-01 7.003869434850999198e+01
1.531835212542530522e+00 2.656832492092683751e+01 1.287898470217895830e-01 6.969301018416402371e+01
1.596150176347668648e+00 2.654879063404231232e+01 1.258556064330256519e-01 6.980499218312492360e+01
1.693424343270480747e+00 2.644536085888985610e+01 1.222645425020559562e-01 6.981236939682040088e+01
1.345624865254047675e+00 2.643380294875775149e+01 1.257555866694449465e-01 7.034351822971311208e+01
1.627846543198464335e+00 2.695419314619071116e+01 1.218617553529652564e-01 6.976520171500598622e+01
1.508464835272001814e+00 2.602997847146107802e+01 1.271680975615462339e-01 6.981492352812300339e+01
1.490931816950816113e+00 2.604810538217482119e+01 1.277609537571876286e-01 6.989187001056664883e+01
1.588678426721618742e+00 2.641982287266414176e+01 1.209752194395208869e-01 6.998481390466746177e+01
1.492448387718627645e+00 2.595359575597469970e+01 1.236002717316517507e-01 7.004721507673164638e+01
1.652753060338303381e+00 2.628477163820843998e+01 1.275644268212027255e-01 6.959940200929520415e+01
1.544648060233128950e+00 2.650421860737335678e+01 1.274973456512020487e-01 6.981017393272246352e+01
1.489299576867928909e+00 2.626877597770337758e+01 1.256810489886093507e-01 6.993424422976666222e+01
1.804767568930921495e+00 2.652056953334629696e+01 1.248597190406137286e-01 6.936273534089215786e+01
1.641401214284135657e+00 2.666467082201841521e+01 1.257893314928317241e-01 6.983330234210869492e+01
1.417606277476676446e+00 2.644648175273361446e+01 1.248335541135191934e-01 7.032458969822810957e+01
1.520044122213319637e+00 2.640198894894253456e+01 1.226536733033612853e-01 7.016082685125347496e+01
1.583988368651954248e+00 2.622885932940685194e+01 1.253632059818778066e-01 6.978224182346914972e+01
1.481371760653443559e+00 2.646952023205721716e+01 1.273185537545736823e-01 6.984713176257872647e+01
1.462296201022478925e+00 2.642205110634156995e+01 1.238220324478583184e-01 7.014265895442130727e+01
1.415849831704001138e+00 2.615751977548222840e+01 1.242219421561467640e-01 7.005997304204022669e+01
1.531835212542530522e+00 2.656832492092683751e+01 1.287898470217895830e-01 6.969301018416402371e+01
1.535502819617728498e+00 2.642310517677187676e+01 1.253934356966474040e-01 6.988656589761365012e+01
1.693424343270480747e+00 2.644536085888985610e+01 1.222645425020559562e-01 6.981236939682040088e+01
1.399428975360711647e+00 2.640769496788697523e+01 1.260724674907053589e-01 7.021316057549469747e+01
1.578412441785909781e+00 2.683592007891406084e+01 1.227730371462464609e-01 6.986214891546730144e+01
1.514184298210812019e+00 2.602406527430796146e+01 1.269747013660424695e-01 6.978982274133625197e+01
1.490931816950816113e+00 2.604810538217482119e+01 1.277609537571876286e-01 6.989187001056664883e+01
1.588678426721618742e+00 2.641982287266414176e+01 1.209752194395208869e-01 6.998481390466746177e+01
1.501114487941741960e+00 2.604809974817369067e+01 1.239612041130973424e-01 7.001487922126709407e+01
1.549485267342747941e+00 2.627466578715655032e+01 1.263745331094304758e-01 6.981095098565022283e+01
1.538313370877937958e+00 2.651636069940944651e+01 1.284356899526774842e-01 6.978504831920842832e+01
1.372134803669078140e+00 2.625731015944456459e+01 1.243310285918673014e-01 7.017426182979565397e+01
1.804767568930921495e+00 2.652056953334629696e+01 1.248597190406137286e-01 6.936273534089215786e+01
1.623869202462093320e+00 2.668013536183772771e+01 1.258890948531481146e-01 6.988380225224152298e+01
1.418391861424470379e+00 2.644221368891661683e+01 1.248649172400005808e-01 7.031995369223402292e+01
1.520044122213319637e+00 2.640198894894253456e+01 1.226536733033612853e-01 7.016082685125347496e+01
1.583988368651954248e+00 2.622885932940685194e+01 1.253632059818778066e-01 6.978224182346914972e+01
1.454498462603494691e+00 2.644741411607292036e+01 1.267913271114269325e-01 6.987643172215274490e+01
1.462296201022478925e+00 2.642205110634156995e+01 1.238220324478583184e-01 7.014265895442130727e+01
1.416555832304949192e+00 2.614676370816834350e+01 1.241423804103428119e-01 7.005338687573953393e+01
1.499590379600723722e+00 2.650049860858843687e+01 1.264863004582020833e-01 6.990150968915416740e+01
1.534070694338501406e+00 2.640744254945408187e+01 1.255353033023517417e-01 6.988345982878786344e+01
1.675319439075053873e+00 2.644280935746541417e+01 1.226232542863366221e-01 6.982087565047997657e+01
1.399428975360711647e+00 2.640769496788697523e+01 1.260724674907053589e-01 7.021316057549469747e+01
1.562288092797952554e+00 2.671604585557449951e+01 1.227400626787045201e-01 6.994465921055348190e+01
1.514184298210812019e+00 2.602406527430796146e+01 1.269747013660424695e-01 6.978982274133625197e+01
1.509340563500408239e+00 2.620298805839540890e+01 1.267831197996755754e-01 6.988967930214234059e+01
1.588678426721618742e+00 2.641982287266414176e+01 1.209752194395208869e-01 6.998481390466746177e+01
1.487290126588519001e+00 2.589734481759990814e+01 1.233854365202099873e-01 7.006646211773708899e+01
1.558609650131668634e+00 2.617780021408664481e+01 1.270147578056712023e-01 6.976160773653724334e+01
1.538313370877937958e+00 2.651636069940944651e+01 1.284356899526774842e-01 6.978504831920842832e+01
1.372134803669078140e+00 2.625731015944456459e+01 1.243310285918673014e-01 7.017426182979565397e+01
1.637433304668664658e+00 2.647243263769924937e+01 1.243526970270830839e-01 6.974381229003306260e+01
1.598764884671077802e+00 2.669477472854802258e+01 1.246053520808512033e-01 6.990861136057993974e+01
1.418391861424470379e+00 2.644221368891661683e+01 1.248649172400005808e-01 7.031995369223402292e+01
1.520044122213319637e+00 2.640198894894253456e+01 1.226536733033612853e-01 7.016082685125347496e+01
1.550011756938835195e+00 2.626178222181969346e+01 1.254937780565836825e-01 6.986157216183003982e+01
1.454498462603494691e+00 2.644741411607292036e+01 1.267913271114269325e-01 6.987643172215274490e+01
1.462296201022478925e+00 2.642205110634156995e+01 1.238220324478583184e-01 7.014265895442130727e+01
1.416555832304949192e+00 2.614676370816834350e+01 1.241423804103428119e-01 7.005338687573953393e+01
1.499590379600723722e+00 2.650049860858843687e+01 1.264863004582020833e-01 6.990150968915416740e+01
1.595799655690022689e+00 2.639487860087225357e+01 1.270087853915398690e-01 6.966053811845092980e+01
1.675319439075053873e+00 2.644280935746541417e+01 1.226232542863366221e-01 6.982087565047997657e+01
1.399428975360711647e+00 2.640769496788697523e+01 1.260724674907053589e-01 7.021316057549469747e+01
1.562288092797952554e+00 2.671604585557449951e+01 1.227400626787045201e-01 6.994465921055348190e+01
1.513920908553568312e+00 2.600707821341949710e+01 1.271689246225571890e-01 6.977314670374445882e+01
1.494728232538430346e+00 2.619413348929708008e+01 1.263672393261957849e-01 6.991546101445172212e+01
1.587774610254113705e+00 2.642155527375231472e+01 1.211090998848450007e-01 6.998122904959772939e+01
1.487290126588519001e+00 2.589734481759990814e+01 1.233854365202099873e-01 7.006646211773708899e+01
1.540907689122728685e+00 2.628070507387398536e+01 1.250129766300049350e-01 6.994485328208487829e+01
1.538313370877937958e+00 2.651636069940944651e+01 1.284356899526774842e-01 6.978504831920842832e+01
1.375816960431678782e+00 2.626403811630304475e+01 1.243102413852709559e-01 7.017297118053008376e+01
1.637433304668664658e+00 2.647243263769924937e+01 1.243526970270830839e-01 6.974381229003306260e+01
1.594580753987116628e+00 2.669721466832078249e+01 1.243913909778809751e-01 6.991274628877455655e+01
1.418391861424470379e+00 2.644221368891661683e+01 1.248649172400005808e-01 7.031995369223402292e+01
1.510239025553502090e+00 2.640290924673352535e+01 1.220899878136133682e-01 7.022557960472005334e+01
1.560091110100613410e+00 2.621406224876915303e+01 1.252953704696626869e-01 6.985358855520206589e+01
1.460329611345972944e+00 2.645221084962543401e+01 1.269057282903024164e-01 6.987007402009075463e+01
1.462296201022478925e+00 2.642205110634156995e+01 1.238220324478583184e-01 7.014265895442130727e+01
1.505430549047556132e+00 2.624844328186331666e+01 1.236206227116750239e-01 6.997352877845007413e+01
1.499590379600723722e+00 2.650049860858843687e+01 1.264863004582020833e-01 6.990150968915416740e+01
1.595799655690022689e+00 2.639487860087225357e+01 1.270087853915398690e-01 6.966053811845092980e+01
1.640596646364374189e+00 2.644272885510855176e+01 1.229262065765463624e-01 6.988832416476070364e+01
1.399428975360711647e+00 2.640769496788697523e+01 1.260724674907053589e-01 7.021316057549469747e+01
1.578396630204623063e+00 2.670665230071967855e+01 1.235637942232234721e-01 6.992874009843012573e+01
1.513920908553568312e+00 2.600707821341949710e+01 1.271689246225571890e-01 6.977314670374445882e+01
1.515993466350911589e+00 2.623636987621285499e+01 1.265022193893592106e-01 6.986182572547907910e+01
1.587774610254113705e+00 2.642155527375231472e+01 1.211090998848450007e-01 6.998122904959772939e+01
1.487290126588519001e+00 2.589734481759990814e+01 1.233854365202099873e-01 7.006646211773708899e+01
1.540907689122728685e+00 2.628070507387398536e+01 1.250129766300049350e-01 6.994485328208487829e+01
1.538313370877937958e+00 2.651636069940944651e+01 1.284356899526774842e-01 6.978504831920842832e+01
1.375816960431678782e+00 2.626403811630304475e+01 1.243102413852709559e-01 7.017297118053008376e+01
1.649477802208048516e+00 2.649584552583587183e+01 1.241395057287255910e-01 6.973210762579327593e+01
1.594580753987116628e+00 2.669721466832078249e+01 1.243913909778809751e-01 6.991274628877455655e+01
1.418391861424470379e+00 2.644221368891661683e+01 1.248649172400005808e-01 7.031995369223402292e+01
1.541624034866509563e+00 2.651242536134166983e+01 1.229463795556960115e-01 7.010916894161518087e+01
1.526174988681773703e+00 2.604232214423072378e+01 1.236679620280129732e-01 7.003694864295522393e+01
1.513679958784567958e+00 2.642963246039386149e+01 1.269463138838456684e-01 6.978755531119483635e+01
1.496059475242318859e+00 2.640654569592668821e+01 1.230200341593247343e-01 7.000631592078696031e+01
1.505430549047556132e+00 2.624844328186331666e+01 1.236206227116750239e-01 6.997352877845007413e+01
1.500827983949723388e+00 2.653342969975055965e+01 1.277012487577984801e-01 6.986477444092739120e+01
1.595799655690022689e+00 2.639487860087225357e+01 1.270087853915398690e-01 6.966053811845092980e+01
1.663104701980854916e+00 2.652149345876994957e+01 1.227802947509918780e-01 6.985908802110638760e+01
1.409814185752148230e+00 2.641731729038822962e+01 1.261153756594453612e-01 7.018084713053171697e+01
1.578396630204623063e+00 2.670665230071967855e+01 1.235637942232234721e-01 6.992874009843012573e+01
1.513920908553568312e+00 2.600707821341949710e+01 1.271689246225571890e-01 6.977314670374445882e+01
1.533786985378378764e+00 2.608446719553052517e+01 1.296104945365812444e-01 6.973285059824603138e+01
1.585369402428338237e+00 2.640805691894866669e+01 1.213064513722636045e-01 6.997445239148679264e+01
1.492778499212344956e+00 2.616647202588852039e+01 1.247690419412202933e-01 6.999286034772717358e+01
1.544491803164547372e+00 2.626163884949527727e+01 1.248851715845681054e-01 6.994861316824017194e+01
1.538353435912644729e+00 2.651627603252742205e+01 1.284346954723253054e-01 6.978496154189221556e+01
1.404023342476776737e+00 2.624050913019728526e+01 1.244208854815997412e-01 7.012953574856277328e+01
1.655206599463483697e+00 2.650662121538817573e+01 1.238332820134211421e-01 6.973974587755552079e+01
1.594580753987116628e+00 2.669721466832078249e+01 1.243913909778809751e-01 6.991274628877455655e+01
1.451179130906039116e+00 2.646245602091971350e+01 1.258405903369238521e-01 7.017373243864827259e+01
1.550415749831584034e+00 2.649144993815951921e+01 1.226167953744326522e-01 7.008209431461305883e+01
1.526174988681773703e+00 2.604232214423072378e+01 1.236679620280129732e-01 7.003694864295522393e+01
1.450119599330063069e+00 2.639505640518673601e+01 1.283443928866986605e-01 6.980902677955481295e+01
1.485235097159663953e+00 2.640636253544417045e+01 1.232277206791496243e-01 7.001017778585683971e+01
1.533471129031102720e+00 2.630443181269496478e+01 1.228088684295702282e-01 6.997385275914450631e+01
1.472341513059371998e+00 2.654645146008798307e+01 1.271444717600520857e-01 6.992536232744470226e+01
1.592689819226264403e+00 2.640145041988890640e+01 1.270859766702776561e-01 6.966727374876155920e+01
1.663104701980854916e+00 2.652149345876994957e+01 1.227802947509918780e-01 6.985908802110638760e+01
1.409814185752148230e+00 2.641731729038822962e+01 1.261153756594453612e-01 7.018084713053171697e+01
1.573417205773955274e+00 2.664330726378124581e+01 1.235737268047535087e-01 6.993905797152838488e+01
1.515747301120473622e+00 2.602228639294684598e+01 1.270324866927449448e-01 6.978362957153665036e+01
1.533786985378378764e+00 2.608446719553052517e+01 1.296104945365812444e-01 6.973285059824603138e+01
1.563302726608383431e+00 2.640768352631955551e+01 1.217298430045731100e-01 6.998232522481787043e+01
1.492778499212344956e+00 2.616647202588852039e+01 1.247690419412202933e-01 6.999286034772717358e+01
1.544491803164547372e+00 2.626163884949527727e+01 1.248851715845681054e-01 6.994861316824017194e+01
1.538353435912644729e+00 2.651627603252742205e+01 1.284346954723253054e-01 6.978496154189221556e+01
1.399572672681165475e+00 2.610461964040117877e+01 1.231185507619619174e-01 7.009009934749981596e+01
1.629335950409044553e+00 2.641677380926251928e+01 1.244267562564116553e-01 6.974788660147774522e+01
1.594580753987116628e+00 2.669721466832078249e+01 1.243913909778809751e-01 6.991274628877455655e+01
1.451179130906039116e+00 2.646245602091971350e+01 1.258405903369238521e-01 7.017373243864827259e+01
1.562814842597748166e+00 2.646505284907095756e+01 1.239276176886658087e-01 6.996042638079562437e+01
1.526174988681773703e+00 2.604232214423072378e+01 1.236679620280129732e-01 7.003694864295522393e+01
1.474239955091988019e+00 2.640937527855374611e+01 1.277142641835303516e-01 6.981469616647943610e+01
1.485235097159663953e+00 2.640636253544417045e+01 1.232277206791496243e-01 7.001017778585683971e+01
1.589297776716897204e+00 2.638774004529195594e+01 1.226797517322144038e-01 6.992538575280481439e+01
1.472341513059371998e+00 2.654645146008798307e+01 1.271444717600520857e-01 6.992536232744470226e+01
1.592689819226264403e+00 2.640145041988890640e+01 1.270859766702776561e-01 6.966727374876155920e+01
1.663104701980854916e+00 2.652149345876994957e+01 1.227802947509918780e-01 6.985908802110638760e+01
1.409814185752148230e+00 2.641731729038822962e+01 1.261153756594453612e-01 7.018084713053171697e+01
1.574313913069355086e+00 2.664575599661756655e+01 1.235812368618142143e-01 6.993880615458674299e+01
1.498223370833009493e+00 2.596292005118582225e+01 1.275381627885577296e-01 6.977465595635248974e+01
1.533786985378378764e+00 2.608446719553052517e+01 1.296104945365812444e-01 6.973285059824603138e+01
1.563307668305510267e+00 2.640710244185843081e+01 1.217075821052504003e-01 6.998254703461738302e+01
1.491826170119167516e+00 2.616837640210506422e+01 1.246566101840192592e-01 6.999889848451520891e+01
1.540329003443978495e+00 2.627780288203021897e+01 1.241008970394010535e-01 6.995814682840394028e+01
