# A b Om H0
1.523265087636005877e+00 2.621102245950381260e+01 1.223111464529042652e-01 7.011201422446551135e+01
1.477016309835452512e+00 2.593169825650019789e+01 1.261109899761699293e-01 7.003375877274318384e+01
1.655810766782178201e+00 2.654585474089877550e+01 1.270111809130710367e-01 6.952292845525415999e+01
1.354599273013290972e+00 2.634516697935200114e+01 1.303480561555521999e-01 7.018387966559654956e+01
1.501065214995732422e+00 2.598945046685060589e+01 1.235220631772520339e-01 6.987304944207255630e+01
1.522226243691226832e+00 2.693807384625341683e+01 1.265522733524869770e-01 6.982583582842376302e+01
1.488950791988521871e+00 2.668226162564763015e+01 1.236981170702102506e-01 7.004044329745545383e+01
1.590158616207338449e+00 2.612324553319274401e+01 1.266238507042904693e-01 6.975137642405522342e+01
1.425010528431845724e+00 2.626596996945270845e+01 1.244539254494405889e-01 7.020379448135146561e+01
1.675108021678035852e+00 2.620599415657450848e+01 1.228033480129535615e-01 6.958939382165721099e+01
1.621155637115273773e+00 2.626963272837504348e+01 1.210963043375977433e-01 6.984502650678246027e+01
1.677263890988243134e+00 2.659598939800185846e+01 1.240862203246326095e-01 6.976114289723929573e+01
1.640606021657839309e+00 2.633704574355855854e+01 1.218987711947589897e-01 6.987294725409149976e+01
1.637175420621879152e+00 2.603395942653746786e+01 1.263066003313151608e-01 6.960100058158351999e+01
1.384386998068232622e+00 2.665819211914348230e+01 1.333671268802446297e-01 6.991279626890370480e+01
1.472856922147213865e+00 2.627450404379088056e+01 1.254146037003082692e-01 7.011344666150608873e+01
1.596740569678306798e+00 2.667390046401274972e+01 1.256602178297824834e-01 6.988911381864012640e+01
1.510930515896489412e+00 2.639359762207769577e+01 1.253833361557016857e-01 7.008966035905582714e+01
1.228066019450194668e+00 2.592718594502344587e+01 1.251079847748010343e-01 7.059840870236031662e+01
1.364816595775966368e+00 2.587716619643577687e+01 1.272155683469146370e-01 7.014799582505939668e+01
1.523265087636005877e+00 2.621102245950381260e+01 1.223111464529042652e-01 7.011201422446551135e+01
1.438162116392729395e+00 2.569083088189992736e+01 1.262572793597695198e-01 7.008070049562049064e+01
1.684449634785810890e+00 2.648377462702608298e+01 1.276661652421743898e-01 6.934539164649031306e+01
1.442194193451330486e+00 2.641325864041976956e+01 1.286481331368838077e-01 7.006911779978403843e+01
1.501065214995732422e+00 2.598945046685060589e+01 1.235220631772520339e-01 6.987304944207255630e+01
1.522226243691226832e+00 2.693807384625341683e+01 1.265522733524869770e-01 6.982583582842376302e+01
1.488950791988521871e+00 2.668226162564763015e+01 1.236981170702102506e-01 7.004044329745545383e+01
1.608614574825380172e+00 2.602130501674748686e+01 1.271573788113788406e-01 6.969866304646312472e+01
1.491843007719886094e+00 2.626721798048625800e+01 1.233098839542407510e-01 7.008155154911351303e+01
1.680215292799123850e+00 2.617550031875823535e+01 1.226171634638852925e-01 6.956986082363388846e+01
1.627977938099853139e+00 2.626976012611628519e+01 1.209795198713883857e-01 6.983254787235426875e+01
1.706432854839577296e+00 2.663169981763986982e+01 1.238579416413076728e-01 6.970363430016308826e+01
