# A b Om H0
1.509333153703171782e+00 2.670537391259387761e+01 2.686657944513082263e-01 7.013308928719590085e+01
1.385114899267391619e+00 2.645855528897302733e+01 2.777929125977822711e-01 7.003288859979819847e+01
1.538257451101413986e+00 3.277496697384906810e+01 2.588070682658255017e-01 7.027286354307294403e+01
1.466732224705510790e+00 2.738264163645716920e+01 2.699809169432990652e-01 7.007225202950823473e+01
1.489048665183743125e+00 2.615517696824439398e+01 2.739069808831560704e-01 7.015751108578874096e+01
1.446971855901096227e+00 2.574389681097680693e+01 2.650240044667724892e-01 7.012140155257246477e+01
1.461037818806814492e+00 2.700508572329534829e+01 2.680863238328028975e-01 7.006069506127096247e+01
1.451207528798018620e+00 2.633228739396383133e+01 2.621524753408101538e-01 7.014171527738906775e+01
1.249585501586115255e+00 2.613190458654326420e+01 2.777558504943803963e-01 7.027863759940530031e+01
1.311963224517604498e+00 2.703907510678914150e+01 2.700441660177589354e-01 7.025880576951318801e+01
1.478730337879256007e+00 2.755839714869359369e+01 2.727872140037689297e-01 7.033378516751395182e+01
1.095880452764325996e+00 2.706573150793364135e+01 2.769540991434669142e-01 7.047386216493059408e+01
1.362831511668856743e+00 2.801171287272125809e+01 2.660039005086648478e-01 7.018181809923363801e+01
1.565826404160210350e+00 2.693740590126869350e+01 2.578935936913751559e-01 7.001769916335891253e+01
1.615356553475399526e+00 2.647421976645991393e+01 2.545609811685686230e-01 6.992243250171893010e+01
1.171640104913440172e+00 2.612737388732612231e+01 2.708963503431989217e-01 7.034187764557299261e+01
1.541337882568143636e+00 2.663559662013839358e+01 2.644080482766436591e-01 7.006949942573851331e+01
1.385114899267391619e+00 2.645855528897302733e+01 2.777929125977822711e-01 7.003288859979819847e+01
1.538257451101413986e+00 3.277496697384906810e+01 2.588070682658255017e-01 7.027286354307294403e+01
1.470212256644240822e+00 2.719123045449875775e+01 2.705931484466844172e-01 7.008554735047178497e+01
1.459150364316597948e+00 2.615793354210330079e+01 2.740679204123798174e-01 7.016947462765779164e+01
1.426080720869482565e+00 2.594431173549354597e+01 2.658008205248826306e-01 7.014266337872835777e+01
1.453548886052263400e+00 2.697022142226054342e+01 2.681255883624523162e-01 7.003888265416971137e+01
1.451207528798018620e+00 2.633228739396383133e+01 2.621524753408101538e-01 7.014171527738906775e+01
1.293697710284973823e+00 2.617318800298443549e+01 2.749585353127714793e-01 7.023567905053278082e+01
1.311963224517604498e+00 2.703907510678914150e+01 2.700441660177589354e-01 7.025880576951318801e+01
1.516134237068577306e+00 2.726158396879640122e+01 2.677974529056201258e-01 7.022116993056604883e+01
1.209856910565847432e+00 2.711884838772046891e+01 2.744707375593251064e-01 7.040532984740606537e+01
1.362831511668856743e+00 2.801171287272125809e+01 2.660039005086648478e-01 7.018181809923363801e+01
1.565826404160210350e+00 2.693740590126869350e+01 2.578935936913751559e-01 7.001769916335891253e+01
1.479315326010679943e+00 2.670465989054726919e+01 2.607976069687616416e-01 7.009051993400196068e+01
1.122833814718967815e+00 2.564635020060989135e+01 2.721452680139163638e-01 7.038273676575838067e+01
1.469208618148357237e+00 2.679285415539990822e+01 2.740037583656247389e-01 7.021281230774506810e+01
1.354267460468763451e+00 2.673041642820877684e+01 2.738260472640837717e-01 7.013697554938286771e+01
1.538257451101413986e+00 3.277496697384906810e+01 2.588070682658255017e-01 7.027286354307294403e+01
1.470212256644240822e+00 2.719123045449875775e+01 2.705931484466844172e-01 7.008554735047178497e+01
1.459150364316597948e+00 2.615793354210330079e+01 2.740679204123798174e-01 7.016947462765779164e+01
1.394282755777525251e+00 2.627099769901600013e+01 2.669444352997022984e-01 7.017477099198403323e+01
1.455761344423121884e+00 2.697004524435839556e+01 2.680851474500445253e-01 7.002024780826721440e+01
1.451504760327695376e+00 2.641327209064764503e+01 2.629107524115715244e-01 7.012866084161480273e+01
1.293697710284973823e+00 2.617318800298443549e+01 2.749585353127714793e-01 7.023567905053278082e+01
1.321194916040939749e+00 2.702188761530690897e+01 2.695730416630557347e-01 7.024857056013782142e+01
1.428250430604259158e+00 2.697223593646207007e+01 2.685880118070248512e-01 7.025196364364921919e+01
1.189483707807886370e+00 2.719560543189363244e+01 2.740845449175095538e-01 7.044862499822434643e+01
1.401679169320399154e+00 2.769869042459806607e+01 2.675718651624759414e-01 7.014316847101240171e+01
1.565826404160210350e+00 2.693740590126869350e+01 2.578935936913751559e-01 7.001769916335891253e+01
1.522595878044272322e+00 2.682858345563629854e+01 2.574956962441751207e-01 7.005667311040389222e+01
1.122833814718967815e+00 2.564635020060989135e+01 2.721452680139163638e-01 7.038273676575838067e+01
1.437251445401657168e+00 2.684230404915170709e+01 2.730471362621323950e-01 7.022053275951788009e+01
1.354267460468763451e+00 2.673041642820877684e+01 2.738260472640837717e-01 7.013697554938286771e+01
1.611070776835649809e+00 3.470482944961777605e+01 2.551956374511976100e-01 7.028101259043857851e+01
1.468296524383889912e+00 2.716190831648458115e+01 2.702606671233784841e-01 7.007689070391042208e+01
1.461000476627408284e+00 2.620809506302488145e+01 2.728503842403396384e-01 7.016223062427484081e+01
1.334602912142867970e+00 2.613366481834134447e+01 2.680878727430163755e-01 7.022049364174576169e+01
1.539159972261826992e+00 2.754576233286963216e+01 2.680832715121503895e-01 6.988240987632782719e+01
1.451644891547767102e+00 2.640990375938970303e+01 2.628765410928532442e-01 7.012791781559371884e+01
1.293697710284973823e+00 2.617318800298443549e+01 2.749585353127714793e-01 7.023567905053278082e+01
1.321194916040939749e+00 2.702188761530690897e+01 2.695730416630557347e-01 7.024857056013782142e+01
1.398299665351112386e+00 2.679437184701957264e+01 2.700060586039049748e-01 7.024833877434508622e+01
1.189483707807886370e+00 2.719560543189363244e+01 2.740845449175095538e-01 7.044862499822434643e+01
1.361858544521614256e+00 2.774298527909136425e+01 2.674237388791374515e-01 7.021869588967619791e+01
1.543189318807437482e+00 2.687371313455633626e+01 2.590790643581187824e-01 7.003567240132912275e+01
1.533269450232062292e+00 2.675177728350072570e+01 2.566062516218322598e-01 7.004903798300829010e+01
1.216636737014745728e+00 2.586417605925691987e+01 2.695010941024336137e-01 7.031004224946556747e+01
1.407162228639711410e+00 2.685243211930630025e+01 2.723469417171766049e-01 7.023170984444600151e+01
1.400225980334176112e+00 2.606770246200009922e+01 2.731269813739150565e-01 6.999117571103252544e+01
1.611070776835649809e+00 3.470482944961777605e+01 2.551956374511976100e-01 7.028101259043857851e+01
1.468914295152390359e+00 2.716525466495894037e+01 2.702416851037285905e-01 7.007519526608017202e+01
1.461000476627408284e+00 2.620809506302488145e+01 2.728503842403396384e-01 7.016223062427484081e+01
1.340165699613159678e+00 2.630247634267600176e+01 2.697111109074091795e-01 7.019686770383763985e+01
1.539159972261826992e+00 2.754576233286963216e+01 2.680832715121503895e-01 6.988240987632782719e+01
1.451644891547767102e+00 2.640990375938970303e+01 2.628765410928532442e-01 7.012791781559371884e+01
1.293697710284973823e+00 2.617318800298443549e+01 2.749585353127714793e-01 7.023567905053278082e+01
1.305127793955661586e+00 2.688677704495990994e+01 2.699725377860719977e-01 7.026961204545969508e+01
1.398299665351112386e+00 2.679437184701957264e+01 2.700060586039049748e-01 7.024833877434508622e+01
1.240220187882421055e+00 2.837495851904007083e+01 2.755607976077711352e-01 7.049878167273237750e+01
1.361858544521614256e+00 2.774298527909136425e+01 2.674237388791374515e-01 7.021869588967619791e+01
1.547532841951958726e+00 2.687439266524513926e+01 2.586554036570284376e-01 7.002941266901902395e+01
1.533269450232062292e+00 2.675177728350072570e+01 2.566062516218322598e-01 7.004903798300829010e+01
1.177951405956602970e+00 2.575573133521503877e+01 2.710765511840342867e-01 7.034193104690817222e+01
1.568958599637419349e+00 2.537683468975725276e+01 2.692321468000364870e-01 6.997286999549938002e+01
1.400225980334176112e+00 2.606770246200009922e+01 2.731269813739150565e-01 6.999117571103252544e+01
1.611070776835649809e+00 3.470482944961777605e+01 2.551956374511976100e-01 7.028101259043857851e+01
1.468914295152390359e+00 2.716525466495894037e+01 2.702416851037285905e-01 7.007519526608017202e+01
1.461000476627408284e+00 2.620809506302488145e+01 2.728503842403396384e-01 7.016223062427484081e+01
1.301372329964836538e+00 2.710690033095726648e+01 2.719816386636268457e-01 7.031405415868195519e+01
1.539159972261826992e+00 2.754576233286963216e+01 2.680832715121503895e-01 6.988240987632782719e+01
1.451644891547767102e+00 2.640990375938970303e+01 2.628765410928532442e-01 7.012791781559371884e+01
1.305160276012873544e+00 2.619036697316251150e+01 2.740817190773522927e-01 7.022785858657429969e+01
1.305127793955661586e+00 2.688677704495990994e+01 2.699725377860719977e-01 7.026961204545969508e+01
1.398299665351112386e+00 2.679437184701957264e+01 2.700060586039049748e-01 7.024833877434508622e+01
1.240220187882421055e+00 2.837495851904007083e+01 2.755607976077711352e-01 7.049878167273237750e+01
1.416749386298159052e+00 2.742557116224678282e+01 2.639596595138282153e-01 7.016436641004099783e+01
1.383456782066347923e+00 2.637776181341836690e+01 2.641697849191723124e-01 7.016815552537433121e+01
1.533269450232062292e+00 2.675177728350072570e+01 2.566062516218322598e-01 7.004903798300829010e+01
1.177951405956602970e+00 2.575573133521503877e+01 2.710765511840342867e-01 7.034193104690817222e+01
1.568958599637419349e+00 2.537683468975725276e+01 2.692321468000364870e-01 6.997286999549938002e+01
1.399478577219203768e+00 2.634964750561636038e+01 2.719160748397284055e-01 7.009095403195381380e+01
1.611070776835649809e+00 3.470482944961777605e+01 2.551956374511976100e-01 7.028101259043857851e+01
1.412194129186909342e+00 2.685801215605111025e+01 2.719845051913724054e-01 7.023086063585712679e+01
1.432899383931125037e+00 2.620489833525768120e+01 2.730724184411338351e-01 7.017406465326590137e+01
1.301372329964836538e+00 2.710690033095726648e+01 2.719816386636268457e-01 7.031405415868195519e+01
1.539159972261826992e+00 2.754576233286963216e+01 2.680832715121503895e-01 6.988240987632782719e+01
1.451644891547767102e+00 2.640990375938970303e+01 2.628765410928532442e-01 7.012791781559371884e+01
1.296072481289145761e+00 2.649608136462198971e+01 2.742887031214409910e-01 7.026577189195782580e+01
1.258546442016516664e+00 2.703838667080277958e+01 2.722285278702192834e-01 7.031466009034731712e+01
1.398299665351112386e+00 2.679437184701957264e+01 2.700060586039049748e-01 7.024833877434508622e+01
1.240220187882421055e+00 2.837495851904007083e+01 2.755607976077711352e-01 7.049878167273237750e+01
1.416749386298159052e+00 2.742557116224678282e+01 2.639596595138282153e-01 7.016436641004099783e+01
1.362651261113488443e+00 2.622169012824682000e+01 2.636468532617880500e-01 7.020633770443541266e+01
1.533269450232062292e+00 2.675177728350072570e+01 2.566062516218322598e-01 7.004903798300829010e+01
1.143501380502677467e+00 2.553980816243591789e+01 2.701397266953136644e-01 7.036414287336846485e+01
1.568958599637419349e+00 2.537683468975725276e+01 2.692321468000364870e-01 6.997286999549938002e+01
1.427055682213305365e+00 2.613678806744661998e+01 2.718976452238164310e-01 7.002824186232992076e+01
1.611070776835649809e+00 3.470482944961777605e+01 2.551956374511976100e-01 7.028101259043857851e+01
1.441854328568282106e+00 2.657776996314081330e+01 2.714637526355068164e-01 7.018204821165444685e+01
1.446906106560118310e+00 2.614423368710998474e+01 2.735570442081988740e-01 7.020889647017193624e+01
1.301372329964836538e+00 2.710690033095726648e+01 2.719816386636268457e-01 7.031405415868195519e+01
1.539159972261826992e+00 2.754576233286963216e+01 2.680832715121503895e-01 6.988240987632782719e+01
1.451644891547767102e+00 2.640990375938970303e+01 2.628765410928532442e-01 7.012791781559371884e+01
1.289400224119855665e+00 2.645426151344312515e+01 2.741072596006055018e-01 7.027007386318686599e+01
1.258546442016516664e+00 2.703838667080277958e+01 2.722285278702192834e-01 7.031466009034731712e+01
1.375549047068303388e+00 2.698334435467902637e+01 2.701092291300072334e-01 7.028506163952972940e+01
1.236715733917119753e+00 2.841099553143936873e+01 2.757019705318904945e-01 7.050431613169646994e+01
1.326527891976210460e+00 2.733698546573589283e+01 2.609203926598735457e-01 7.037217964453519414e+01
1.362651261113488443e+00 2.622169012824682000e+01 2.636468532617880500e-01 7.020633770443541266e+01
1.533269450232062292e+00 2.675177728350072570e+01 2.566062516218322598e-01 7.004903798300829010e+01
1.097097471817269465e+00 2.525113591401239788e+01 2.701458254691412875e-01 7.037995720327789684e+01
1.467570608466993942e+00 2.534982600941897601e+01 2.694284673684709808e-01 7.006034012557454105e+01
1.371890982641094991e+00 2.643221962396510705e+01 2.729338566169800528e-01 7.004976765231300817e+01
1.611070776835649809e+00 3.470482944961777605e+01 2.551956374511976100e-01 7.028101259043857851e+01
1.439574760628177241e+00 2.677339918463657753e+01 2.705191742383341591e-01 7.016993318414075986e+01
1.446906106560118310e+00 2.614423368710998474e+01 2.735570442081988740e-01 7.020889647017193624e+01
1.305138655906165956e+00 2.711292576996011050e+01 2.719599259737570107e-01 7.031400086997599885e+01
1.623040118102999418e+00 2.769742552777411504e+01 2.668441840470524018e-01 6.975320295262697812e+01
1.439329798524709103e+00 2.625006611907320320e+01 2.621438517216449493e-01 7.016246561107409718e+01
1.289400224119855665e+00 2.645426151344312515e+01 2.741072596006055018e-01 7.027007386318686599e+01
1.258546442016516664e+00 2.703838667080277958e+01 2.722285278702192834e-01 7.031466009034731712e+01
1.378424231364381969e+00 2.741652020558617053e+01 2.678891138875281186e-01 7.046999921798662569e+01
1.266211573387571176e+00 2.781607737863066276e+01 2.740047838831822236e-01 7.041752008989392664e+01
1.329770546208315807e+00 2.735122836062362239e+01 2.603810047456883159e-01 7.037492327571585804e+01
1.362651261113488443e+00 2.622169012824682000e+01 2.636468532617880500e-01 7.020633770443541266e+01
1.532916913889371902e+00 2.675107919973370940e+01 2.566419197889415749e-01 7.004903957699386297e+01
1.200765060966879849e+00 2.573208200287176339e+01 2.709111112753425088e-01 7.031741783223935727e+01
1.467570608466993942e+00 2.534982600941897601e+01 2.694284673684709808e-01 7.006034012557454105e+01
1.371890982641094991e+00 2.643221962396510705e+01 2.729338566169800528e-01 7.004976765231300817e+01
1.611070776835649809e+00 3.470482944961777605e+01 2.551956374511976100e-01 7.028101259043857851e+01
1.465867110722139044e+00 2.696197260826038189e+01 2.728681244318822974e-01 7.015749016739518140e+01
1.447657259627565196e+00 2.617662897027875246e+01 2.735297521830095113e-01 7.020685997454718574e+01
1.322942745163332878e+00 2.679132514663800890e+01 2.710246688113370217e-01 7.026665425903050277e+01
1.580164096623327685e+00 2.731933451548740877e+01 2.684782848884408879e-01 6.986413169872919582e+01
1.355005891016271224e+00 2.560984643836879471e+01 2.583511381306612398e-01 7.034109170976481096e+01
1.303310051203346864e+00 2.647123123521609145e+01 2.731090360910121695e-01 7.025746640581495228e+01
1.258546442016516664e+00 2.703838667080277958e+01 2.722285278702192834e-01 7.031466009034731712e+01
1.362570825811825204e+00 2.772014219868326279e+01 2.693845760491683228e-01 7.055004863249402547e+01
1.263692304880896566e+00 2.786158368397206786e+01 2.741371222398874541e-01 7.042421960842193585e+01
1.334773020868158078e+00 2.731259174558546121e+01 2.593395934157232130e-01 7.037119128088319542e+01
1.362651261113488443e+00 2.622169012824682000e+01 2.636468532617880500e-01 7.020633770443541266e+01
1.532916913889371902e+00 2.675107919973370940e+01 2.566419197889415749e-01 7.004903957699386297e+01
1.237435669858251597e+00 2.570302061505979907e+01 2.679249897488488186e-01 7.032304627383552997e+01
1.422892326061552692e+00 2.579513235681795180e+01 2.699215641840590485e-01 7.012407446353834928e+01
1.373776813020759713e+00 2.652406729475530867e+01 2.745625438726161938e-01 7.001723079849682563e+01
1.611070776835649809e+00 3.470482944961777605e+01 2.551956374511976100e-01 7.028101259043857851e+01
1.465867110722139044e+00 2.696197260826038189e+01 2.728681244318822974e-01 7.015749016739518140e+01
1.447517795519054573e+00 2.617691360648816357e+01 2.735293456992586303e-01 7.020690886902113448e+01
1.322942745163332878e+00 2.679132514663800890e+01 2.710246688113370217e-01 7.026665425903050277e+01
1.580164096623327685e+00 2.731933451548740877e+01 2.684782848884408879e-01 6.986413169872919582e+01
1.355005891016271224e+00 2.560984643836879471e+01 2.583511381306612398e-01 7.034109170976481096e+01
1.232180882846531711e+00 2.661640074926338428e+01 2.729017221701904305e-01 7.028240345453849613e+01
1.258546442016516664e+00 2.703838667080277958e+01 2.722285278702192834e-01 7.031466009034731712e+01
1.362342651995659182e+00 2.765649138742275071e+01 2.690517851258710236e-01 7.054374606680615045e+01
1.263692304880896566e+00 2.786158368397206786e+01 2.741371222398874541e-01 7.042421960842193585e+01
1.392582489881767360e+00 2.715797679553432431e+01 2.653053634626370005e-01 7.027695402036199823e+01
1.384519099361098515e+00 2.606684730870321687e+01 2.659246078734807672e-01 7.017647569507001037e+01
1.532916913889371902e+00 2.675107919973370940e+01 2.566419197889415749e-01 7.004903957699386297e+01
1.237435669858251597e+00 2.570302061505979907e+01 2.679249897488488186e-01 7.032304627383552997e+01
1.422892326061552692e+00 2.579513235681795180e+01 2.699215641840590485e-01 7.012407446353834928e+01
1.373776813020759713e+00 2.652406729475530867e+01 2.745625438726161938e-01 7.001723079849682563e+01
1.611070776835649809e+00 3.470482944961777605e+01 2.551956374511976100e-01 7.028101259043857851e+01
1.465867110722139044e+00 2.696197260826038189e+01 2.728681244318822974e-01 7.015749016739518140e+01
1.395834454286507986e+00 2.626734408735306303e+01 2.722495074521630309e-01 7.022147453973805398e+01
1.176825415273168529e+00 2.649138379769729212e+01 2.724711693354068265e-01 7.049531148906969236e+01
1.580164096623327685e+00 2.731933451548740877e+01 2.684782848884408879e-01 6.986413169872919582e+01
1.355005891016271224e+00 2.560984643836879471e+01 2.583511381306612398e-01 7.034109170976481096e+01
1.281343812944707228e+00 2.646766866978447297e+01 2.694143675748002509e-01 7.025374089369628905e+01
1.220045375165996537e+00 2.705257735882550563e+01 2.721097497950196731e-01 7.034384777215565521e+01
1.366734242416961731e+00 2.722155411591734975e+01 2.711683370331940957e-01 7.034152402323854858e+01
1.245890715411233529e+00 2.807787131673809000e+01 2.740683279891312218e-01 7.049003311692968055e+01
1.401105948171265769e+00 2.713701217736511850e+01 2.633720482253422146e-01 7.025566206519094692e+01
1.384519099361098515e+00 2.606684730870321687e+01 2.659246078734807672e-01 7.017647569507001037e+01
1.532916913889371902e+00 2.675107919973370940e+01 2.566419197889415749e-01 7.004903957699386297e+01
1.237435669858251597e+00 2.570302061505979907e+01 2.679249897488488186e-01 7.032304627383552997e+01
1.405088686161972023e+00 2.624734685018729863e+01 2.703168250868892564e-01 7.019301188814360160e+01
1.384465225630643781e+00 2.676378976589721859e+01 2.701859459990109680e-01 7.011048116092099747e+01
1.611070776835649809e+00 3.470482944961777605e+01 2.551956374511976100e-01 7.028101259043857851e+01
1.465867110722139044e+00 2.696197260826038189e+01 2.728681244318822974e-01 7.015749016739518140e+01
1.509869790404164025e+00 2.667361498819569121e+01 2.753628383506558364e-01 7.014835045056231877e+01
1.176825415273168529e+00 2.649138379769729212e+01 2.724711693354068265e-01 7.049531148906969236e+01
1.589865589393252732e+00 2.735671704728596509e+01 2.681922866742340594e-01 6.985693508378494698e+01
1.363597783755570392e+00 2.602830683878092088e+01 2.657714800432656177e-01 7.019285294922865148e+01
1.268949398944878348e+00 2.625182340992548902e+01 2.689939452093939032e-01 7.027330445328864528e+01
1.220045375165996537e+00 2.705257735882550563e+01 2.721097497950196731e-01 7.034384777215565521e+01
1.366734242416961731e+00 2.722155411591734975e+01 2.711683370331940957e-01 7.034152402323854858e+01
1.234829302399725881e+00 2.815625431715057658e+01 2.743337786796902211e-01 7.050362689776333980e+01
1.429240959575160952e+00 2.701976058799707658e+01 2.659834743928312095e-01 7.022570402349332142e+01
1.308587316963596203e+00 2.558988708261972178e+01 2.650860793297531992e-01 7.029463348856072002e+01
1.541251522317130584e+00 2.678765678449934384e+01 2.563542337615494215e-01 7.004280447888707783e+01
1.237435669858251597e+00 2.570302061505979907e+01 2.679249897488488186e-01 7.032304627383552997e+01
1.465323376597299943e+00 2.656533962727325004e+01 2.769155596466412739e-01 7.019324262875865372e+01
1.384457806748196296e+00 2.685976481939519189e+01 2.707727694165673049e-01 7.010139313811488648e+01
1.611070776835649809e+00 3.470482944961777605e+01 2.551956374511976100e-01 7.028101259043857851e+01
1.475394870357452648e+00 2.707399891531583691e+01 2.732680717337864773e-01 7.015192170425102347e+01
1.539715268069856036e+00 2.655936311136606065e+01 2.762374421590697571e-01 7.010807144489263010e+01
1.176825415273168529e+00 2.649138379769729212e+01 2.724711693354068265e-01 7.049531148906969236e+01
1.589865589393252732e+00 2.735671704728596509e+01 2.681922866742340594e-01 6.985693508378494698e+01
1.340794819571616170e+00 2.590792474908739962e+01 2.632734061470113907e-01 7.019276559807032356e+01
1.332424072731663633e+00 2.637187643387771274e+01 2.660237282706385820e-01 7.021937683318873269e+01
1.228334004560671433e+00 2.706212536162964710e+01 2.720565554276731524e-01 7.034371646911991149e+01
1.383486669123245916e+00 2.723170198232806882e+01 2.709448988377621270e-01 7.030514168251913532e+01
1.257667253232469085e+00 2.810482353802447975e+01 2.739387230259484052e-01 7.046202800662845789e+01
1.484415268826295042e+00 2.713550460502626649e+01 2.667421979586370173e-01 7.009903246916989872e+01
1.308587316963596203e+00 2.558988708261972178e+01 2.650860793297531992e-01 7.029463348856072002e+01
1.464447096118369984e+00 2.700383064030509672e+01 2.634573852959385398e-01 7.017051770517066700e+01
1.321187459457244806e+00 2.772081173116030683e+01 2.650716549966922742e-01 7.031362425716153552e+01
1.414326833415003648e+00 2.629611715312883291e+01 2.713288678334541681e-01 7.019304727665084442e+01
1.417311412007584037e+00 2.689537965725117630e+01 2.711119914142757770e-01 7.004857009641767718e+01
1.611070776835649809e+00 3.470482944961777605e+01 2.551956374511976100e-01 7.028101259043857851e+01
1.475394870357452648e+00 2.707399891531583691e+01 2.732680717337864773e-01 7.015192170425102347e+01
1.556798356500582070e+00 2.646575764085773486e+01 2.763766710143097383e-01 7.008663299850520900e+01
1.176825415273168529e+00 2.649138379769729212e+01 2.724711693354068265e-01 7.049531148906969236e+01
1.589865589393252732e+00 2.735671704728596509e+01 2.681922866742340594e-01 6.985693508378494698e+01
1.325269371342790325e+00 2.577342387785402877e+01 2.621205710460886018e-01 7.019747673863270165e+01
1.301404781225014018e+00 2.640056898580486333e+01 2.640144959906831068e-01 7.022934870938283325e+01
1.261082752458964951e+00 2.672602051586160599e+01 2.694988899731103893e-01 7.029975936263309677e+01
1.383486669123245916e+00 2.723170198232806882e+01 2.709448988377621270e-01 7.030514168251913532e+01
1.257667253232469085e+00 2.810482353802447975e+01 2.739387230259484052e-01 7.046202800662845789e+01
1.482226778115031340e+00 2.712783436619900002e+01 2.670255621004484770e-01 7.010619740216951357e+01
1.308587316963596203e+00 2.558988708261972178e+01 2.650860793297531992e-01 7.029463348856072002e+01
1.443027148057022035e+00 2.681446665272353158e+01 2.632516448166655199e-01 7.017466679653907136e+01
1.365983730912063931e+00 2.748219057897593132e+01 2.672210571367517051e-01 7.027046682188056081e+01
1.397950322240276266e+00 2.606487579073132466e+01 2.739008300456282630e-01 7.020040868617279273e+01
1.417311412007584037e+00 2.689537965725117630e+01 2.711119914142757770e-01 7.004857009641767718e+01
1.611070776835649809e+00 3.470482944961777605e+01 2.551956374511976100e-01 7.028101259043857851e+01
1.403222733354816398e+00 2.695681307922949443e+01 2.719987552570196088e-01 7.020170778186309235e+01
1.556798356500582070e+00 2.646575764085773486e+01 2.763766710143097383e-01 7.008663299850520900e+01
1.176825415273168529e+00 2.649138379769729212e+01 2.724711693354068265e-01 7.049531148906969236e+01
1.589865589393252732e+00 2.735671704728596509e+01 2.681922866742340594e-01 6.985693508378494698e+01
1.347117885526253112e+00 2.596657662298036229e+01 2.623304279405420658e-01 7.019324463305748907e+01
1.294093105353379958e+00 2.640589898940399394e+01 2.645108258120502098e-01 7.024495830591698109e+01
1.224407118593982657e+00 2.760316599133022919e+01 2.729057757989026833e-01 7.030371676509908241e+01
1.423108118450651771e+00 2.692063483985879913e+01 2.746802019737735745e-01 7.029974688051183307e+01
1.257667253232469085e+00 2.810482353802447975e+01 2.739387230259484052e-01 7.046202800662845789e+01
1.484842520258935705e+00 2.713339646845393460e+01 2.670539147977863403e-01 7.010014005219190381e+01
1.344004279159450865e+00 2.581235627487038542e+01 2.654771953130166118e-01 7.023952099188180398e+01
1.491947149213520341e+00 2.730953654303568001e+01 2.621521621005268865e-01 7.014262705312937385e+01
1.364301963671519458e+00 2.749114903073121852e+01 2.671403630524336603e-01 7.027208706299626328e+01
1.397950322240276266e+00 2.606487579073132466e+01 2.739008300456282630e-01 7.020040868617279273e+01
1.424380915920350210e+00 2.692029648183280699e+01 2.706871710720448188e-01 7.005396870475637172e+01
1.611070776835649809e+00 3.470482944961777605e+01 2.551956374511976100e-01 7.028101259043857851e+01
1.391038743721470183e+00 2.700994114006277869e+01 2.727656349434332550e-01 7.033414234282705024e+01
1.556798356500582070e+00 2.646575764085773486e+01 2.763766710143097383e-01 7.008663299850520900e+01
1.075756282074929571e+00 2.668632698685404847e+01 2.718177170819655042e-01 7.063010214234944328e+01
1.589865589393252732e+00 2.735671704728596509e+01 2.681922866742340594e-01 6.985693508378494698e+01
1.347117885526253112e+00 2.596657662298036229e+01 2.623304279405420658e-01 7.019324463305748907e+01
1.294093105353379958e+00 2.640589898940399394e+01 2.645108258120502098e-01 7.024495830591698109e+01
1.283175552347015413e+00 2.738753836817285858e+01 2.723592980771800676e-01 7.022598614630170744e+01
1.423108118450651771e+00 2.692063483985879913e+01 2.746802019737735745e-01 7.029974688051183307e+01
1.257667253232469085e+00 2.810482353802447975e+01 2.739387230259484052e-01 7.046202800662845789e+01
1.600711489681566846e+00 2.677508337164539043e+01 2.671027395823942774e-01 6.992999076738277608e+01
1.344004279159450865e+00 2.581235627487038542e+01 2.654771953130166118e-01 7.023952099188180398e+01
1.301595440620886057e+00 2.702450144688848965e+01 2.665728619536070765e-01 7.036558176803542608e+01
1.361960533247505989e+00 2.751339661454527175e+01 2.670021348727734112e-01 7.028058769326530353e+01
1.354399267804554885e+00 2.669818012329798051e+01 2.739125939688181743e-01 7.028162873180757231e+01
1.478598026854828440e+00 2.712293687655493812e+01 2.743515942118765483e-01 6.995699342790615560e+01
1.611070776835649809e+00 3.470482944961777605e+01 2.551956374511976100e-01 7.028101259043857851e+01
1.391038743721470183e+00 2.700994114006277869e+01 2.727656349434332550e-01 7.033414234282705024e+01
1.556798356500582070e+00 2.646575764085773486e+01 2.763766710143097383e-01 7.008663299850520900e+01
1.075756282074929571e+00 2.668632698685404847e+01 2.718177170819655042e-01 7.063010214234944328e+01
1.589865589393252732e+00 2.735671704728596509e+01 2.681922866742340594e-01 6.985693508378494698e+01
1.312651154664081554e+00 2.605799501734444945e+01 2.635354467688881819e-01 7.024873166588152174e+01
1.327165265139775840e+00 2.655694591763266388e+01 2.641165649638614887e-01 7.022785319410169791e+01
1.283175552347015413e+00 2.738753836817285858e+01 2.723592980771800676e-01 7.022598614630170744e+01
1.423108118450651771e+00 2.692063483985879913e+01 2.746802019737735745e-01 7.029974688051183307e+01
1.257667253232469085e+00 2.810482353802447975e+01 2.739387230259484052e-01 7.046202800662845789e+01
1.600711489681566846e+00 2.677508337164539043e+01 2.671027395823942774e-01 6.992999076738277608e+01
1.331689605616060978e+00 2.613934212655500744e+01 2.666841045196324256e-01 7.027125825892684929e+01
1.281047442792394353e+00 2.698246379623617841e+01 2.678542141233071772e-01 7.037603620542988381e+01
1.361960533247505989e+00 2.751339661454527175e+01 2.670021348727734112e-01 7.028058769326530353e+01
1.176924926022572482e+00 2.690198058184829932e+01 2.717519594789787329e-01 7.045261141577660169e+01
1.478598026854828440e+00 2.712293687655493812e+01 2.743515942118765483e-01 6.995699342790615560e+01
1.611070776835649809e+00 3.470482944961777605e+01 2.551956374511976100e-01 7.028101259043857851e+01
